Airline,Source,Destination,Total_Stops,Price,Dep_Weekday,Dep_Interval,Arrival_Interval,Duration(mins)
Jet Airways,Mumbai,Hyderabad,0,2228,Monday,Before Dawn,Before Dawn,85
Vistara,Banglore,Delhi,0,5613,Friday,Evening,Midnight,170
IndiGo,Kolkata,Banglore,1,6669,Sunday,Afternoon,Midnight,280
Vistara,Chennai,Kolkata,0,11982,Wednesday,Afternoon,Evening,140
Jet Airways,Kolkata,Banglore,2,10118,Tuesday,Morning,Morning,1495
IndiGo,Kolkata,Banglore,0,4148,Friday,Evening,Midnight,160
Jet Airways,Delhi,Cochin,1,18371,Sunday,Before Dawn,Noon,620
Multiple carriers,Delhi,Cochin,1,13587,Wednesday,Noon,Evening,570
Air India,Delhi,Cochin,2,12760,Thursday,Afternoon,Evening,1560
Jet Airways,Delhi,Cochin,2,10368,Thursday,Morning,Before Dawn,1125
IndiGo,Mumbai,Hyderabad,0,3175,Saturday,Before Dawn,Before Dawn,90
SpiceJet,Chennai,Kolkata,0,3597,Thursday,Morning,Noon,135
Multiple carriers,Delhi,Cochin,1,6733,Monday,Noon,Midnight,840
Multiple carriers,Delhi,Cochin,1,12192,Saturday,Before Dawn,Noon,525
Jet Airways,Delhi,Cochin,2,15129,Monday,Evening,Evening,1430
Vistara,Banglore,Delhi,0,4668,Sunday,Noon,Afternoon,170
Jet Airways,Delhi,Cochin,1,10262,Thursday,Afternoon,Noon,1145
Jet Airways,Delhi,Cochin,2,15129,Saturday,Morning,Before Dawn,1125
Multiple carriers,Delhi,Cochin,1,7878,Monday,Morning,Midnight,920
Jet Airways,Mumbai,Hyderabad,0,8040,Monday,Noon,Noon,90
Jet Airways,Delhi,Cochin,1,12373,Thursday,Before Dawn,Noon,620
Air India,Delhi,Cochin,2,12392,Saturday,Afternoon,Evening,1560
IndiGo,Chennai,Kolkata,0,5277,Saturday,Midnight,Midnight,140
Multiple carriers,Delhi,Cochin,1,7888,Tuesday,Noon,Evening,480
Multiple carriers,Delhi,Cochin,1,9001,Monday,Morning,Evening,630
IndiGo,Mumbai,Hyderabad,0,4049,Thursday,Morning,Morning,85
IndiGo,Chennai,Kolkata,0,4326,Sunday,Before Dawn,Morning,140
IndiGo,Banglore,New Delhi,0,4777,Saturday,Midnight,Before Dawn,170
IndiGo,Delhi,Cochin,1,6838,Thursday,Noon,Evening,570
IndiGo,Delhi,Cochin,1,6582,Thursday,Morning,Noon,315
Jet Airways,Delhi,Cochin,1,10262,Saturday,Evening,Noon,885
Air Asia,Banglore,New Delhi,0,10873,Friday,Midnight,Before Dawn,165
Jet Airways,Delhi,Cochin,1,10262,Thursday,Before Dawn,Noon,620
IndiGo,Kolkata,Banglore,0,4148,Wednesday,Before Dawn,Morning,170
IndiGo,Delhi,Cochin,2,6494,Wednesday,Noon,Evening,565
Jet Airways,Delhi,Cochin,1,12898,Tuesday,Noon,Noon,1595
Air India,Delhi,Cochin,2,9968,Sunday,Before Dawn,Evening,2295
Jet Airways,Delhi,Cochin,1,12898,Tuesday,Afternoon,Before Dawn,805
Multiple carriers,Delhi,Cochin,1,7740,Friday,Afternoon,Midnight,455
Air India,Kolkata,Banglore,1,7452,Thursday,Morning,Evening,675
Jet Airways,Mumbai,Hyderabad,0,4160,Thursday,Morning,Morning,85
IndiGo,Banglore,Delhi,0,4823,Monday,Morning,Noon,170
Air India,Delhi,Cochin,2,13486,Saturday,Noon,Evening,500
Jet Airways,Banglore,Delhi,0,4544,Saturday,Evening,Evening,185
Air India,Delhi,Cochin,2,10975,Tuesday,Morning,Morning,1420
IndiGo,Chennai,Kolkata,0,3858,Friday,Afternoon,Afternoon,140
Jet Airways,Delhi,Cochin,2,15129,Monday,Before Dawn,Before Dawn,1375
Air India,Delhi,Cochin,2,10975,Saturday,Morning,Morning,1420
Air Asia,Delhi,Cochin,1,6752,Thursday,Afternoon,Midnight,340
Air Asia,Kolkata,Banglore,0,3807,Tuesday,Morning,Noon,150
Air India,Delhi,Cochin,1,13832,Wednesday,Noon,Morning,1255
Jet Airways,Banglore,Delhi,0,4544,Saturday,Evening,Evening,185
Jet Airways,Kolkata,Banglore,1,14571,Thursday,Evening,Morning,800
Vistara,Chennai,Kolkata,0,11982,Monday,Afternoon,Evening,140
Jet Airways,Mumbai,Hyderabad,0,8040,Wednesday,Morning,Morning,85
Vistara,Banglore,New Delhi,0,11913,Monday,Afternoon,Evening,155
Air Asia,Kolkata,Banglore,1,5162,Friday,Morning,Noon,220
Jet Airways,Delhi,Cochin,2,13014,Saturday,Morning,Noon,1615
Jet Airways,Kolkata,Banglore,1,8586,Saturday,Evening,Before Dawn,450
Multiple carriers,Delhi,Cochin,1,10197,Tuesday,Morning,Evening,660
Vistara,Kolkata,Banglore,1,8610,Wednesday,Afternoon,Evening,1640
Air Asia,Banglore,Delhi,0,7120,Saturday,Midnight,Before Dawn,170
Air India,Delhi,Cochin,3,10703,Thursday,Before Dawn,Evening,2280
Jet Airways,Delhi,Cochin,1,10262,Saturday,Morning,Before Dawn,1165
Jet Airways,Delhi,Cochin,2,11507,Thursday,Before Dawn,Evening,810
IndiGo,Banglore,Delhi,0,3943,Thursday,Evening,Midnight,180
Jet Airways,Delhi,Cochin,2,13292,Saturday,Morning,Noon,1620
IndiGo,Banglore,New Delhi,1,7166,Thursday,Noon,Evening,295
Jet Airways,Delhi,Cochin,1,10262,Saturday,Noon,Evening,360
Air Asia,Delhi,Cochin,1,6152,Wednesday,Evening,Morning,625
Jet Airways,Kolkata,Banglore,1,10703,Wednesday,Morning,Midnight,750
Jet Airways,Banglore,Delhi,0,4030,Tuesday,Morning,Noon,180
Multiple carriers,Delhi,Cochin,1,17057,Wednesday,Afternoon,Midnight,485
IndiGo,Chennai,Kolkata,0,3850,Tuesday,Morning,Noon,140
Jet Airways,Kolkata,Banglore,1,14388,Monday,Evening,Morning,800
IndiGo,Delhi,Cochin,1,4744,Wednesday,Before Dawn,Morning,325
Jet Airways,Delhi,Cochin,1,10262,Saturday,Afternoon,Noon,1145
Air India,Banglore,New Delhi,0,7591,Sunday,Evening,Midnight,165
Air Asia,Delhi,Cochin,1,6152,Monday,Morning,Midnight,870
Jet Airways,Banglore,New Delhi,1,15025,Wednesday,Morning,Morning,1445
IndiGo,Mumbai,Hyderabad,0,6795,Sunday,Afternoon,Evening,90
Air India,Kolkata,Banglore,1,10623,Friday,Afternoon,Evening,1615
IndiGo,Chennai,Kolkata,0,3850,Friday,Morning,Noon,140
Jet Airways,Delhi,Cochin,2,6643,Thursday,Evening,Evening,1420
Jet Airways,Kolkata,Banglore,1,10844,Wednesday,Afternoon,Midnight,510
Air India,Delhi,Cochin,2,10441,Monday,Evening,Evening,1410
Multiple carriers,Delhi,Cochin,1,13377,Thursday,Afternoon,Midnight,480
Air India,Delhi,Cochin,2,13696,Saturday,Noon,Evening,1820
IndiGo,Banglore,Delhi,0,3943,Monday,Midnight,Before Dawn,170
Air India,Delhi,Cochin,2,9443,Monday,Evening,Evening,1410
Jet Airways,Delhi,Cochin,2,13014,Saturday,Before Dawn,Before Dawn,1375
Air India,Banglore,New Delhi,2,8114,Sunday,Afternoon,Midnight,1795
SpiceJet,Delhi,Cochin,1,5583,Monday,Morning,Noon,315
Jet Airways,Banglore,New Delhi,1,13817,Tuesday,Afternoon,Morning,920
Multiple carriers,Delhi,Cochin,1,6953,Wednesday,Noon,Evening,385
Multiple carriers,Delhi,Cochin,1,6637,Wednesday,Noon,Evening,640
IndiGo,Kolkata,Banglore,0,4174,Wednesday,Morning,Noon,165
Air India,Delhi,Cochin,2,8140,Thursday,Morning,Morning,1420
Jet Airways,Banglore,New Delhi,1,13817,Tuesday,Morning,Midnight,960
Jet Airways,Delhi,Cochin,1,10262,Thursday,Morning,Evening,600
IndiGo,Delhi,Cochin,1,6496,Saturday,Afternoon,Evening,290
IndiGo,Delhi,Cochin,1,10112,Saturday,Midnight,Before Dawn,305
Air India,Delhi,Cochin,2,10467,Monday,Noon,Morning,1210
IndiGo,Delhi,Cochin,1,6206,Saturday,Noon,Midnight,895
Air India,Kolkata,Banglore,2,10151,Friday,Noon,Evening,1830
IndiGo,Kolkata,Banglore,0,4804,Wednesday,Afternoon,Afternoon,150
GoAir,Banglore,New Delhi,0,5048,Sunday,Morning,Noon,175
Jet Airways,Mumbai,Hyderabad,0,4050,Thursday,Before Dawn,Before Dawn,85
SpiceJet,Banglore,Delhi,0,3919,Saturday,Morning,Noon,170
Jet Airways,Kolkata,Banglore,1,11841,Sunday,Evening,Morning,665
IndiGo,Delhi,Cochin,1,5065,Wednesday,Evening,Midnight,305
Air India,Kolkata,Banglore,2,9626,Thursday,Noon,Evening,1830
IndiGo,Banglore,Delhi,0,3419,Thursday,Midnight,Midnight,170
Air India,Kolkata,Banglore,3,14960,Sunday,Morning,Midnight,805
IndiGo,Banglore,Delhi,0,3943,Sunday,Evening,Midnight,180
Multiple carriers,Delhi,Cochin,1,14323,Thursday,Morning,Evening,615
Air India,Kolkata,Banglore,2,11752,Sunday,Afternoon,Noon,1255
Multiple carriers,Delhi,Cochin,1,7677,Thursday,Morning,Evening,645
Multiple carriers,Delhi,Cochin,1,14067,Friday,Noon,Evening,480
Jet Airways,Kolkata,Banglore,1,14781,Wednesday,Evening,Morning,730
Jet Airways,Kolkata,Banglore,1,11467,Wednesday,Afternoon,Afternoon,1285
Jet Airways,Delhi,Cochin,2,16263,Tuesday,Evening,Before Dawn,505
Jet Airways,Delhi,Cochin,1,12373,Saturday,Evening,Before Dawn,550
Multiple carriers,Delhi,Cochin,1,7005,Saturday,Noon,Evening,490
IndiGo,Delhi,Cochin,1,7580,Saturday,Before Dawn,Noon,295
Air India,Delhi,Cochin,2,10441,Saturday,Evening,Evening,1275
Jet Airways,Banglore,Delhi,0,7229,Saturday,Afternoon,Evening,180
IndiGo,Delhi,Cochin,1,6093,Tuesday,Morning,Evening,860
SpiceJet,Kolkata,Banglore,0,3873,Saturday,Morning,Morning,155
Jet Airways,Delhi,Cochin,1,10262,Monday,Evening,Before Dawn,395
Jet Airways,Kolkata,Banglore,1,13364,Monday,Afternoon,Midnight,570
Jet Airways,Delhi,Cochin,1,12373,Wednesday,Before Dawn,Noon,620
SpiceJet,Mumbai,Hyderabad,0,1965,Sunday,Midnight,Midnight,90
Multiple carriers,Delhi,Cochin,1,7005,Thursday,Noon,Evening,490
Air India,Banglore,New Delhi,0,4441,Monday,Noon,Noon,165
Multiple carriers,Delhi,Cochin,1,11098,Thursday,Before Dawn,Evening,845
IndiGo,Delhi,Cochin,1,7318,Tuesday,Morning,Midnight,975
Jet Airways,Delhi,Cochin,1,12767,Thursday,Morning,Before Dawn,1280
SpiceJet,Kolkata,Banglore,1,10654,Sunday,Afternoon,Evening,320
SpiceJet,Delhi,Cochin,1,6297,Sunday,Afternoon,Midnight,380
Multiple carriers,Delhi,Cochin,1,11265,Sunday,Morning,Afternoon,385
Air India,Mumbai,Hyderabad,2,11972,Wednesday,Afternoon,Afternoon,150
Multiple carriers,Delhi,Cochin,1,13587,Sunday,Morning,Evening,835
IndiGo,Kolkata,Banglore,0,4804,Monday,Afternoon,Evening,155
Air India,Kolkata,Banglore,2,8366,Wednesday,Morning,Evening,535
Air India,Kolkata,Banglore,1,8366,Saturday,Morning,Morning,1350
Air India,Kolkata,Banglore,2,10697,Saturday,Morning,Evening,810
Jet Airways,Delhi,Cochin,2,15129,Tuesday,Before Dawn,Evening,810
IndiGo,Chennai,Kolkata,0,3858,Saturday,Afternoon,Afternoon,140
Jet Airways,Banglore,Delhi,0,7229,Saturday,Evening,Evening,185
IndiGo,Delhi,Cochin,1,6937,Saturday,Afternoon,Evening,300
Jet Airways,Delhi,Cochin,1,14714,Monday,Afternoon,Evening,300
Jet Airways,Banglore,New Delhi,1,9134,Friday,Before Dawn,Afternoon,625
Jet Airways,Delhi,Cochin,1,10577,Monday,Morning,Evening,715
Jet Airways,Kolkata,Banglore,1,14388,Monday,Evening,Noon,845
Air India,Delhi,Cochin,1,8991,Wednesday,Noon,Morning,1125
Air India,Delhi,Cochin,2,12436,Monday,Noon,Evening,1820
Air India,Banglore,New Delhi,2,12515,Tuesday,Morning,Morning,1600
SpiceJet,Delhi,Cochin,1,5583,Saturday,Afternoon,Midnight,380
Air India,Delhi,Cochin,1,10840,Saturday,Midnight,Morning,520
Jet Airways,Delhi,Cochin,2,14300,Thursday,Noon,Noon,1460
SpiceJet,Banglore,Delhi,0,5515,Thursday,Evening,Midnight,175
Jet Airways,Kolkata,Banglore,1,10844,Wednesday,Afternoon,Evening,400
Jet Airways,Kolkata,Banglore,1,11134,Sunday,Afternoon,Morning,980
Air India,Banglore,Delhi,0,6121,Wednesday,Noon,Noon,165
Air India,Kolkata,Banglore,2,10676,Tuesday,Noon,Morning,1195
Jet Airways,Kolkata,Banglore,1,14781,Wednesday,Afternoon,Midnight,365
Jet Airways,Banglore,Delhi,0,4544,Saturday,Evening,Midnight,180
GoAir,Banglore,Delhi,0,4632,Saturday,Morning,Noon,175
Jet Airways,Delhi,Cochin,2,10929,Thursday,Evening,Before Dawn,1995
Air Asia,Kolkata,Banglore,0,4409,Sunday,Noon,Noon,155
SpiceJet,Kolkata,Banglore,0,3873,Wednesday,Morning,Morning,155
Jet Airways,Banglore,Delhi,0,4030,Monday,Morning,Noon,180
Air Asia,Kolkata,Banglore,0,3807,Thursday,Midnight,Midnight,150
Air India,Kolkata,Banglore,2,12140,Sunday,Noon,Midnight,920
SpiceJet,Kolkata,Banglore,0,4096,Wednesday,Morning,Noon,150
Jet Airways,Delhi,Cochin,2,14300,Saturday,Evening,Noon,1095
Multiple carriers,Delhi,Cochin,1,6007,Thursday,Noon,Evening,560
IndiGo,Kolkata,Banglore,0,4174,Monday,Afternoon,Afternoon,150
SpiceJet,Chennai,Kolkata,0,3597,Friday,Afternoon,Evening,140
Air India,Delhi,Cochin,2,9548,Monday,Noon,Evening,435
Air India,Banglore,New Delhi,1,8714,Friday,Morning,Afternoon,385
Vistara,Kolkata,Banglore,1,8085,Wednesday,Afternoon,Evening,1640
Jet Airways,Delhi,Cochin,2,10368,Monday,Evening,Before Dawn,535
Air India,Delhi,Cochin,2,10975,Thursday,Morning,Morning,1580
Multiple carriers,Delhi,Cochin,1,7670,Thursday,Morning,Evening,810
Multiple carriers,Delhi,Cochin,1,8073,Wednesday,Evening,Midnight,450
Jet Airways,Banglore,New Delhi,1,13817,Tuesday,Midnight,Noon,710
IndiGo,Kolkata,Banglore,1,3574,Tuesday,Evening,Midnight,265
Jet Airways,Delhi,Cochin,1,15554,Thursday,Evening,Before Dawn,395
Air India,Delhi,Cochin,1,6692,Wednesday,Evening,Evening,1335
SpiceJet,Mumbai,Hyderabad,0,1965,Saturday,Midnight,Midnight,90
IndiGo,Mumbai,Hyderabad,0,2227,Monday,Evening,Evening,95
IndiGo,Chennai,Kolkata,0,3597,Sunday,Afternoon,Afternoon,140
Jet Airways,Delhi,Cochin,1,14714,Thursday,Afternoon,Before Dawn,865
SpiceJet,Kolkata,Banglore,0,4622,Saturday,Afternoon,Evening,150
Jet Airways,Delhi,Cochin,2,15129,Wednesday,Before Dawn,Before Dawn,1375
IndiGo,Chennai,Kolkata,0,5277,Saturday,Midnight,Midnight,140
Multiple carriers,Delhi,Cochin,1,11667,Wednesday,Morning,Evening,590
Jet Airways,Kolkata,Banglore,1,10539,Sunday,Afternoon,Evening,1570
Jet Airways,Kolkata,Banglore,1,11467,Thursday,Evening,Afternoon,1080
Air India,Delhi,Cochin,1,7480,Wednesday,Afternoon,Morning,965
GoAir,Banglore,Delhi,0,3419,Wednesday,Evening,Midnight,165
IndiGo,Delhi,Cochin,1,5684,Thursday,Noon,Midnight,895
IndiGo,Kolkata,Banglore,1,6218,Wednesday,Evening,Midnight,325
Jet Airways,Kolkata,Banglore,1,6959,Wednesday,Evening,Before Dawn,520
Vistara,Banglore,Delhi,0,4878,Wednesday,Evening,Midnight,165
Air India,Kolkata,Banglore,2,12219,Monday,Morning,Before Dawn,1345
Jet Airways,Kolkata,Banglore,1,12384,Tuesday,Evening,Morning,800
Jet Airways,Delhi,Cochin,0,7202,Saturday,Noon,Afternoon,195
SpiceJet,Kolkata,Banglore,0,4174,Saturday,Afternoon,Evening,150
Air India,Mumbai,Hyderabad,0,3100,Sunday,Afternoon,Afternoon,85
Jet Airways,Banglore,New Delhi,1,7832,Thursday,Morning,Afternoon,380
Multiple carriers,Delhi,Cochin,1,6723,Sunday,Afternoon,Midnight,455
Air India,Kolkata,Banglore,2,10697,Thursday,Morning,Morning,1415
SpiceJet,Kolkata,Banglore,0,3841,Saturday,Midnight,Midnight,140
Air India,Kolkata,Banglore,2,9920,Monday,Afternoon,Noon,1155
IndiGo,Banglore,New Delhi,0,12649,Friday,Evening,Evening,175
IndiGo,Delhi,Cochin,1,6093,Thursday,Noon,Evening,575
Jet Airways,Delhi,Cochin,2,15129,Monday,Before Dawn,Before Dawn,1375
Jet Airways,Banglore,Delhi,0,4544,Saturday,Afternoon,Evening,180
Air India,Kolkata,Banglore,0,5170,Wednesday,Afternoon,Afternoon,150
IndiGo,Mumbai,Hyderabad,0,2754,Sunday,Before Dawn,Before Dawn,90
Air India,Mumbai,Hyderabad,0,3100,Wednesday,Noon,Afternoon,90
Air India,Kolkata,Banglore,2,9237,Monday,Afternoon,Midnight,1830
Multiple carriers,Delhi,Cochin,1,7198,Saturday,Noon,Midnight,750
Jet Airways,Delhi,Cochin,1,10262,Saturday,Noon,Noon,1505
SpiceJet,Delhi,Cochin,1,5111,Wednesday,Afternoon,Evening,360
Air India,Delhi,Cochin,2,10441,Thursday,Evening,Evening,1275
Multiple carriers,Delhi,Cochin,1,10261,Saturday,Morning,Evening,630
IndiGo,Chennai,Kolkata,0,6297,Saturday,Evening,Evening,140
Multiple carriers,Delhi,Cochin,1,12192,Saturday,Before Dawn,Evening,910
IndiGo,Banglore,Delhi,0,3943,Saturday,Noon,Noon,170
Jet Airways,Delhi,Cochin,2,16274,Monday,Before Dawn,Noon,425
Jet Airways,Delhi,Cochin,1,12898,Tuesday,Morning,Noon,330
SpiceJet,Banglore,Delhi,0,3311,Wednesday,Before Dawn,Morning,160
Multiple carriers,Delhi,Cochin,1,9103,Tuesday,Before Dawn,Noon,460
IndiGo,Kolkata,Banglore,0,4148,Friday,Midnight,Midnight,165
IndiGo,Kolkata,Banglore,0,5224,Sunday,Afternoon,Evening,155
IndiGo,Kolkata,Banglore,0,4804,Thursday,Before Dawn,Morning,155
IndiGo,Chennai,Kolkata,0,3597,Thursday,Evening,Evening,140
IndiGo,Kolkata,Banglore,0,4804,Thursday,Noon,Afternoon,155
Jet Airways,Mumbai,Hyderabad,0,4995,Monday,Noon,Noon,90
SpiceJet,Kolkata,Banglore,0,3873,Tuesday,Morning,Noon,145
Jet Airways,Delhi,Cochin,1,10262,Saturday,Afternoon,Before Dawn,805
Jet Airways,Mumbai,Hyderabad,0,3210,Tuesday,Evening,Evening,90
GoAir,Delhi,Cochin,1,6276,Sunday,Morning,Noon,365
Jet Airways,Banglore,New Delhi,1,9134,Saturday,Evening,Morning,650
Jet Airways,Banglore,New Delhi,1,11087,Tuesday,Evening,Noon,1100
Jet Airways,Kolkata,Banglore,1,13941,Wednesday,Afternoon,Before Dawn,875
Air India,Delhi,Cochin,0,5201,Monday,Before Dawn,Morning,170
IndiGo,Delhi,Cochin,1,6171,Wednesday,Before Dawn,Afternoon,665
Air Asia,Kolkata,Banglore,0,5964,Friday,Evening,Midnight,150
Jet Airways,Delhi,Cochin,2,15129,Monday,Evening,Evening,1430
Jet Airways,Delhi,Cochin,2,13029,Saturday,Morning,Noon,1615
Jet Airways,Banglore,Delhi,0,4030,Monday,Morning,Noon,180
GoAir,Kolkata,Banglore,1,10586,Saturday,Afternoon,Midnight,455
Air India,Mumbai,Hyderabad,2,17926,Wednesday,Noon,Evening,1910
Jet Airways,Delhi,Cochin,0,9564,Thursday,Noon,Afternoon,195
Jet Airways,Kolkata,Banglore,1,8355,Wednesday,Noon,Afternoon,435
Multiple carriers,Delhi,Cochin,1,6795,Thursday,Noon,Midnight,910
Air India,Delhi,Cochin,1,10671,Wednesday,Noon,Morning,1125
Air India,Delhi,Cochin,2,10178,Wednesday,Noon,Morning,1100
Vistara,Kolkata,Banglore,1,7927,Wednesday,Morning,Morning,1555
Air India,Mumbai,Hyderabad,0,3100,Saturday,Noon,Afternoon,90
Air India,Delhi,Cochin,2,12646,Wednesday,Evening,Evening,1410
IndiGo,Delhi,Cochin,1,7894,Wednesday,Before Dawn,Noon,300
IndiGo,Banglore,Delhi,0,3943,Monday,Midnight,Before Dawn,165
Multiple carriers,Delhi,Cochin,1,7575,Thursday,Noon,Evening,470
Jet Airways,Delhi,Cochin,2,16914,Wednesday,Before Dawn,Evening,2300
Vistara,Delhi,Cochin,0,6216,Monday,Afternoon,Afternoon,190
IndiGo,Delhi,Cochin,1,6147,Tuesday,Afternoon,Midnight,310
IndiGo,Delhi,Cochin,1,6979,Wednesday,Afternoon,Midnight,480
Air India,Delhi,Cochin,0,6094,Monday,Evening,Evening,185
Jet Airways,Delhi,Cochin,1,12242,Wednesday,Evening,Before Dawn,455
Air India,Kolkata,Banglore,2,9416,Wednesday,Noon,Evening,590
Air India,Delhi,Cochin,2,7107,Thursday,Noon,Morning,1210
Jet Airways,Delhi,Cochin,2,13292,Sunday,Evening,Evening,1295
IndiGo,Chennai,Kolkata,0,7295,Sunday,Morning,Noon,140
IndiGo,Banglore,Delhi,0,4423,Thursday,Midnight,Before Dawn,175
IndiGo,Banglore,New Delhi,0,5694,Sunday,Midnight,Before Dawn,170
Jet Airways,Banglore,New Delhi,1,8147,Sunday,Before Dawn,Noon,280
Multiple carriers,Delhi,Cochin,1,13377,Monday,Noon,Midnight,750
Jet Airways,Banglore,New Delhi,1,13502,Wednesday,Afternoon,Midnight,640
Jet Airways,Delhi,Cochin,2,13764,Saturday,Before Dawn,Before Dawn,1365
Jet Airways,Kolkata,Banglore,1,12692,Thursday,Afternoon,Morning,1005
IndiGo,Kolkata,Banglore,0,4804,Saturday,Afternoon,Evening,155
Jet Airways,Kolkata,Banglore,1,7064,Monday,Morning,Morning,1495
Jet Airways,Delhi,Cochin,1,14924,Monday,Morning,Noon,330
IndiGo,Kolkata,Banglore,0,6565,Friday,Afternoon,Afternoon,155
Air India,Delhi,Cochin,2,9863,Saturday,Afternoon,Evening,1595
IndiGo,Delhi,Cochin,1,7725,Wednesday,Afternoon,Evening,300
Air India,Delhi,Cochin,2,11281,Wednesday,Evening,Evening,1275
Jet Airways,Mumbai,Hyderabad,0,3210,Tuesday,Evening,Evening,90
Air India,Kolkata,Banglore,1,6117,Wednesday,Evening,Before Dawn,580
Jet Airways,Delhi,Cochin,1,10262,Monday,Afternoon,Before Dawn,745
IndiGo,Banglore,Delhi,0,3943,Monday,Before Dawn,Morning,170
Jet Airways,Kolkata,Banglore,1,12576,Wednesday,Evening,Before Dawn,585
Air Asia,Delhi,Cochin,1,7452,Sunday,Morning,Noon,330
Jet Airways,Kolkata,Banglore,1,14781,Wednesday,Morning,Afternoon,590
Air India,Kolkata,Banglore,1,8996,Wednesday,Morning,Noon,245
Air India,Delhi,Cochin,1,11563,Wednesday,Noon,Morning,1125
IndiGo,Banglore,New Delhi,0,4777,Saturday,Before Dawn,Morning,170
IndiGo,Kolkata,Banglore,0,4174,Tuesday,Afternoon,Evening,155
SpiceJet,Kolkata,Banglore,0,3841,Thursday,Afternoon,Evening,150
Jet Airways,Delhi,Cochin,2,13775,Monday,Evening,Before Dawn,605
Air India,Delhi,Cochin,1,5117,Wednesday,Afternoon,Morning,965
Jet Airways,Mumbai,Hyderabad,0,5678,Saturday,Evening,Evening,90
Jet Airways,Delhi,Cochin,1,5177,Monday,Afternoon,Evening,300
SpiceJet,Delhi,Cochin,1,5975,Thursday,Afternoon,Midnight,295
IndiGo,Banglore,New Delhi,0,6860,Sunday,Midnight,Before Dawn,165
IndiGo,Kolkata,Banglore,0,4804,Saturday,Morning,Noon,165
Multiple carriers,Delhi,Cochin,1,13377,Thursday,Noon,Midnight,840
Air India,Delhi,Cochin,1,8372,Tuesday,Noon,Evening,555
Multiple carriers,Delhi,Cochin,1,7933,Saturday,Morning,Evening,720
IndiGo,Mumbai,Hyderabad,0,4049,Wednesday,Morning,Morning,90
Air India,Banglore,New Delhi,0,11423,Sunday,Noon,Noon,165
Jet Airways,Kolkata,Banglore,1,10844,Wednesday,Evening,Afternoon,1285
Jet Airways,Delhi,Cochin,2,12819,Thursday,Morning,Before Dawn,2565
SpiceJet,Banglore,Delhi,0,5621,Thursday,Evening,Midnight,175
Air India,Banglore,Delhi,0,5228,Thursday,Afternoon,Evening,165
Jet Airways,Delhi,Cochin,2,9254,Wednesday,Before Dawn,Evening,2300
IndiGo,Mumbai,Hyderabad,0,4392,Wednesday,Morning,Morning,90
Jet Airways,Mumbai,Hyderabad,0,8040,Thursday,Noon,Noon,90
Air Asia,Banglore,Delhi,0,4483,Saturday,Noon,Noon,165
Air India,Delhi,Cochin,2,12760,Sunday,Morning,Morning,1420
Jet Airways,Banglore,Delhi,0,7229,Wednesday,Afternoon,Evening,175
Vistara,Banglore,Delhi,0,5403,Wednesday,Morning,Morning,160
Air India,Delhi,Cochin,1,7934,Thursday,Morning,Evening,735
GoAir,Kolkata,Banglore,1,6945,Wednesday,Midnight,Morning,495
SpiceJet,Banglore,Delhi,0,4423,Saturday,Morning,Noon,170
Jet Airways,Mumbai,Hyderabad,0,8040,Friday,Morning,Morning,85
Jet Airways,Delhi,Cochin,1,11399,Thursday,Morning,Evening,660
Jet Airways,Delhi,Cochin,0,7202,Sunday,Noon,Afternoon,195
Multiple carriers,Delhi,Cochin,1,13727,Thursday,Noon,Evening,570
SpiceJet,Delhi,Cochin,1,4957,Monday,Afternoon,Midnight,295
Jet Airways,Delhi,Cochin,1,10262,Monday,Noon,Evening,360
SpiceJet,Mumbai,Hyderabad,0,2017,Wednesday,Before Dawn,Morning,90
Jet Airways,Delhi,Cochin,1,12242,Wednesday,Evening,Before Dawn,610
Jet Airways,Mumbai,Hyderabad,0,10875,Friday,Noon,Noon,90
Jet Airways,Kolkata,Banglore,1,10844,Sunday,Afternoon,Evening,400
Air Asia,Kolkata,Banglore,0,4409,Monday,Noon,Noon,155
Air India,Banglore,New Delhi,1,6987,Thursday,Morning,Midnight,985
Jet Airways,Delhi,Cochin,2,12074,Wednesday,Before Dawn,Before Dawn,1365
Multiple carriers,Delhi,Cochin,1,7354,Thursday,Noon,Evening,470
Air India,Delhi,Cochin,2,13381,Monday,Afternoon,Evening,1580
Air India,Delhi,Cochin,0,5201,Saturday,Before Dawn,Morning,170
Jet Airways,Kolkata,Banglore,1,9663,Wednesday,Afternoon,Noon,1170
Air India,Delhi,Cochin,0,6094,Thursday,Evening,Evening,185
Jet Airways,Delhi,Cochin,0,7202,Sunday,Noon,Afternoon,195
Vistara,Chennai,Kolkata,0,11982,Thursday,Afternoon,Evening,140
Jet Airways,Banglore,New Delhi,1,7832,Thursday,Morning,Afternoon,550
Air India,Chennai,Kolkata,0,7817,Saturday,Noon,Noon,135
Jet Airways,Delhi,Cochin,1,12373,Saturday,Noon,Evening,360
Jet Airways,Kolkata,Banglore,1,10844,Saturday,Morning,Evening,590
Jet Airways,Delhi,Cochin,2,13376,Sunday,Morning,Noon,1790
Multiple carriers,Delhi,Cochin,1,9646,Thursday,Morning,Afternoon,385
SpiceJet,Kolkata,Banglore,0,3841,Thursday,Midnight,Midnight,140
SpiceJet,Delhi,Cochin,1,4957,Thursday,Afternoon,Midnight,375
IndiGo,Kolkata,Banglore,0,4148,Saturday,Evening,Midnight,160
Jet Airways,Banglore,New Delhi,1,26890,Friday,Midnight,Before Dawn,375
